Cod,cep,municipio,nivel,sigla,total,em_territorio_quilombola,fora_territorio_quilombola
2612000,Sairé,Sairé,MU,PE,0,0,0
2612109,Salgadinho,Salgadinho,MU,PE,0,0,0
2612208,Salgueiro,Salgueiro,MU,PE,1668,1284,384
2612307,Saloá,Saloá,MU,PE,268,0,268
2612406,Sanharó,Sanharó,MU,PE,0,0,0
2612455,Santa Cruz,Santa Cruz,MU,PE,0,0,0
2612471,Santa Cruz da Baixa Verde,Santa Cruz da Baixa Verde,MU,PE,22,0,22
2612505,Santa Cruz do Capibaribe,Santa Cruz do Capibaribe,MU,PE,0,0,0
2612554,Santa Filomena,Santa Filomena,MU,PE,22,0,22
2612604,Santa Maria da Boa Vista,Santa Maria da Boa Vista,MU,PE,3622,1736,1886
2612703,Santa Maria do Cambucá,Santa Maria do Cambucá,MU,PE,0,0,0
2612802,Santa Terezinha,Santa Terezinha,MU,PE,47,0,47
2612901,São Benedito do Sul,São Benedito do Sul,MU,PE,131,0,131
2613008,São Bento do Una,São Bento do Una,MU,PE,2408,0,2408
2613107,São Caitano,São Caitano,MU,PE,371,0,371
2613206,São João,São João,MU,PE,23,0,23
2613305,São Joaquim do Monte,São Joaquim do Monte,MU,PE,0,0,0
2613404,São José da Coroa Grande,São José da Coroa Grande,MU,PE,0,0,0
2613503,São José do Belmonte,São José do Belmonte,MU,PE,114,0,114
2613602,São José do Egito,São José do Egito,MU,PE,182,0,182
2613701,São Lourenço da Mata,São Lourenço da Mata,MU,PE,2,0,2
2613800,São Vicente Férrer,São Vicente Férrer,MU,PE,0,0,0
2613909,Serra Talhada,Serra Talhada,MU,PE,490,0,490
2614006,Serrita,Serrita,MU,PE,0,0,0
2614105,Sertânia,Sertânia,MU,PE,393,0,393
2614204,Sirinhaém,Sirinhaém,MU,PE,0,0,0
2614303,Moreilândia,Moreilândia,MU,PE,0,0,0
2614402,Solidão,Solidão,MU,PE,0,0,0
2614501,Surubim,Surubim,MU,PE,0,0,0
2614600,Tabira,Tabira,MU,PE,0,0,0
2614709,Tacaimbó,Tacaimbó,MU,PE,0,0,0
2614808,Tacaratu,Tacaratu,MU,PE,340,0,340
2614857,Tamandaré,Tamandaré,MU,PE,124,0,124
2615003,Taquaritinga do Norte,Taquaritinga do Norte,MU,PE,0,0,0
2615102,Terezinha,Terezinha,MU,PE,14,0,14
2615201,Terra Nova,Terra Nova,MU,PE,51,0,0
2615300,Timbaúba,Timbaúba,MU,PE,0,0,0
2615409,Toritama,Toritama,MU,PE,0,0,0
2615508,Tracunhaém,Tracunhaém,MU,PE,0,0,0
2615607,Trindade,Trindade,MU,PE,0,0,0
2615706,Triunfo,Triunfo,MU,PE,860,0,860
2615805,Tupanatinga,Tupanatinga,MU,PE,2375,0,2375
2615904,Tuparetama,Tuparetama,MU,PE,0,0,0
2616001,Venturosa,Venturosa,MU,PE,37,0,37
2616100,Verdejante,Verdejante,MU,PE,3,0,3
2616183,Vertente do Lério,Vertente do Lério,MU,PE,0,0,0
2616209,Vertentes,Vertentes,MU,PE,0,0,0
2616308,Vicência,Vicência,MU,PE,1107,0,1107
2616407,Vitória de Santo Antão,Vitória de Santo Antão,MU,PE,708,0,708
2616506,Xexéu,Xexéu,MU,PE,0,0,0
2700102,Água Branca,Água Branca,MU,AL,1908,0,1908
2700201,Anadia,Anadia,MU,AL,163,0,163
2700300,Arapiraca,Arapiraca,MU,AL,2128,0,2128
2700409,Atalaia,Atalaia,MU,AL,0,0,0
2700508,Barra de Santo Antônio,Barra de Santo Antônio,MU,AL,0,0,0
2700607,Barra de São Miguel,Barra de São Miguel,MU,AL,0,0,0
2700706,Batalha,Batalha,MU,AL,329,181,148
2700805,Belém,Belém,MU,AL,138,0,138
2700904,Belo Monte,Belo Monte,MU,AL,38,0,38
2701001,Boca da Mata,Boca da Mata,MU,AL,40,0,40
2701100,Branquinha,Branquinha,MU,AL,0,0,0
2701209,Cacimbinhas,Cacimbinhas,MU,AL,873,0,873
2701308,Cajueiro,Cajueiro,MU,AL,0,0,0
2701357,Campestre,Campestre,MU,AL,0,0,0
2701407,Campo Alegre,Campo Alegre,MU,AL,0,0,0
2701506,Campo Grande,Campo Grande,MU,AL,0,0,0
2701605,Canapi,Canapi,MU,AL,759,0,759
2701704,Capela,Capela,MU,AL,0,0,0
2701803,Carneiros,Carneiros,MU,AL,974,0,974
2701902,Chã Preta,Chã Preta,MU,AL,0,0,0
2702009,Coité do Nóia,Coité do Nóia,MU,AL,380,0,380
2702108,Colônia Leopoldina,Colônia Leopoldina,MU,AL,0,0,0
2702207,Coqueiro Seco,Coqueiro Seco,MU,AL,0,0,0
2702306,Coruripe,Coruripe,MU,AL,81,0,81
2702355,Craíbas,Craíbas,MU,AL,16,0,16
2702405,Delmiro Gouveia,Delmiro Gouveia,MU,AL,210,0,210
2702504,Dois Riachos,Dois Riachos,MU,AL,314,0,314
2702553,Estrela de Alagoas,Estrela de Alagoas,MU,AL,49,0,49
2702603,Feira Grande,Feira Grande,MU,AL,0,0,0
2702702,Feliz Deserto,Feliz Deserto,MU,AL,0,0,0
2702801,Flexeiras,Flexeiras,MU,AL,0,0,0
2702900,Girau do Ponciano,Girau do Ponciano,MU,AL,65,0,65
2703007,Ibateguara,Ibateguara,MU,AL,0,0,0
2703106,Igaci,Igaci,MU,AL,592,0,592
2703205,Igreja Nova,Igreja Nova,MU,AL,1809,0,1809
2703304,Inhapi,Inhapi,MU,AL,183,0,183
2703403,Jacaré dos Homens,Jacaré dos Homens,MU,AL,1252,0,1252
2703502,Jacuípe,Jacuípe,MU,AL,0,0,0
2703601,Japaratinga,Japaratinga,MU,AL,104,0,104
2703700,Jaramataia,Jaramataia,MU,AL,0,0,0
2703759,Jequiá da Praia,Jequiá da Praia,MU,AL,0,0,0
2703809,Joaquim Gomes,Joaquim Gomes,MU,AL,0,0,0
2703908,Jundiá,Jundiá,MU,AL,0,0,0
2704005,Junqueiro,Junqueiro,MU,AL,0,0,0
2704104,Lagoa da Canoa,Lagoa da Canoa,MU,AL,0,0,0
2704203,Limoeiro de Anadia,Limoeiro de Anadia,MU,AL,0,0,0
2704302,Maceió,Maceió,MU,AL,21,0,21
2704401,Major Isidoro,Major Isidoro,MU,AL,402,0,402
2704500,Maragogi,Maragogi,MU,AL,0,0,0
2704609,Maravilha,Maravilha,MU,AL,10,0,10
2704708,Marechal Deodoro,Marechal Deodoro,MU,AL,0,0,0
2704807,Maribondo,Maribondo,MU,AL,0,0,0
2704906,Mar Vermelho,Mar Vermelho,MU,AL,0,0,0
2705002,Mata Grande,Mata Grande,MU,AL,627,0,627
2705101,Matriz de Camaragibe,Matriz de Camaragibe,MU,AL,136,0,136
2705200,Messias,Messias,MU,AL,0,0,0
2705309,Minador do Negrão,Minador do Negrão,MU,AL,0,0,0
2705408,Monteirópolis,Monteirópolis,MU,AL,793,0,793
2705507,Murici,Murici,MU,AL,0,0,0
2705606,Novo Lino,Novo Lino,MU,AL,0,0,0
2705705,Olho d'Água das Flores,Olho d'Água das Flores,MU,AL,794,0,794
2705804,Olho d'Água do Casado,Olho d'Água do Casado,MU,AL,442,0,442
2705903,Olho d'Água Grande,Olho d'Água Grande,MU,AL,0,0,0
2706000,Olivença,Olivença,MU,AL,155,0,155
2706109,Ouro Branco,Ouro Branco,MU,AL,0,0,0
2706208,Palestina,Palestina,MU,AL,1372,0,1372
2706307,Palmeira dos Índios,Palmeira dos Índios,MU,AL,476,357,119
2706406,Pão de Açúcar,Pão de Açúcar,MU,AL,762,0,762
2706422,Pariconha,Pariconha,MU,AL,798,0,798
2706448,Paripueira,Paripueira,MU,AL,0,0,0
2706505,Passo de Camaragibe,Passo de Camaragibe,MU,AL,1290,0,1290
2706604,Paulo Jacinto,Paulo Jacinto,MU,AL,0,0,0
2706703,Penedo,Penedo,MU,AL,5280,0,5280
2706802,Piaçabuçu,Piaçabuçu,MU,AL,114,0,114
2706901,Pilar,Pilar,MU,AL,0,0,0
2707008,Pindoba,Pindoba,MU,AL,0,0,0
2707107,Piranhas,Piranhas,MU,AL,464,0,464
2707206,Poço das Trincheiras,Poço das Trincheiras,MU,AL,1945,0,1945
2707305,Porto Calvo,Porto Calvo,MU,AL,10,0,10
2707404,Porto de Pedras,Porto de Pedras,MU,AL,0,0,0
2707503,Porto Real do Colégio,Porto Real do Colégio,MU,AL,67,0,67
2707602,Quebrangulo,Quebrangulo,MU,AL,0,0,0
2707701,Rio Largo,Rio Largo,MU,AL,0,0,0
2707800,Roteiro,Roteiro,MU,AL,0,0,0
2707909,Santa Luzia do Norte,Santa Luzia do Norte,MU,AL,1057,0,1057
2708006,Santana do Ipanema,Santana do Ipanema,MU,AL,967,0,967
2708105,Santana do Mundaú,Santana do Mundaú,MU,AL,529,0,529
2708204,São Brás,São Brás,MU,AL,14,0,14
2708303,São José da Laje,São José da Laje,MU,AL,0,0,0
2708402,São José da Tapera,São José da Tapera,MU,AL,1540,0,1540
2708501,São Luís do Quitunde,São Luís do Quitunde,MU,AL,0,0,0
2708600,São Miguel dos Campos,São Miguel dos Campos,MU,AL,0,0,0
2708709,São Miguel dos Milagres,São Miguel dos Milagres,MU,AL,0,0,0
2708808,São Sebastião,São Sebastião,MU,AL,0,0,0
2708907,Satuba,Satuba,MU,AL,0,0,0
2708956,Senador Rui Palmeira,Senador Rui Palmeira,MU,AL,247,0,247
2709004,Tanque d'Arca,Tanque d'Arca,MU,AL,0,0,0
2709103,Taquarana,Taquarana,MU,AL,850,0,850
2709152,Teotônio Vilela,Teotônio Vilela,MU,AL,307,153,154
2709202,Traipu,Traipu,MU,AL,2938,0,2938
2709301,União dos Palmares,União dos Palmares,MU,AL,561,0,561
2709400,Viçosa,Viçosa,MU,AL,351,0,351
2800100,Amparo do São Francisco,Amparo do São Francisco,MU,SE,338,338,0
2800209,Aquidabã,Aquidabã,MU,SE,992,156,836
2800308,Aracaju,Aracaju,MU,SE,991,146,845
2800407,Arauá,Arauá,MU,SE,41,0,41
2800506,Areia Branca,Areia Branca,MU,SE,3,0,3
2800605,Barra dos Coqueiros,Barra dos Coqueiros,MU,SE,487,483,4
2800670,Boquim,Boquim,MU,SE,0,0,0
2800704,Brejo Grande,Brejo Grande,MU,SE,2013,599,1414
2801009,Campo do Brito,Campo do Brito,MU,SE,0,0,0
2801108,Canhoba,Canhoba,MU,SE,510,498,12
2801207,Canindé de São Francisco,Canindé de São Francisco,MU,SE,1004,0,1004
2801306,Capela,Capela,MU,SE,1255,703,552
2801405,Carira,Carira,MU,SE,0,0,0
2801504,Carmópolis,Carmópolis,MU,SE,0,0,0
2801603,Cedro de São João,Cedro de São João,MU,SE,9,0,9
2801702,Cristinápolis,Cristinápolis,MU,SE,48,0,48
2801900,Cumbe,Cumbe,MU,SE,342,17,325
2802007,Divina Pastora,Divina Pastora,MU,SE,0,0,0
2802106,Estância,Estância,MU,SE,1489,88,1401
2802205,Feira Nova,Feira Nova,MU,SE,0,0,0
2802304,Frei Paulo,Frei Paulo,MU,SE,411,276,135
2802403,Gararu,Gararu,MU,SE,2,0,2
2802502,General Maynard,General Maynard,MU,SE,0,0,0
2802601,Gracho Cardoso,Gracho Cardoso,MU,SE,0,0,0
2802700,Ilha das Flores,Ilha das Flores,MU,SE,776,0,0
2802809,Indiaroba,Indiaroba,MU,SE,1190,0,0
2802908,Itabaiana,Itabaiana,MU,SE,0,0,0
2803005,Itabaianinha,Itabaianinha,MU,SE,0,0,0
2803104,Itabi,Itabi,MU,SE,8,0,8
2803203,Itaporanga d'Ajuda,Itaporanga d'Ajuda,MU,SE,0,0,0
2803302,Japaratuba,Japaratuba,MU,SE,726,562,164
2803401,Japoatã,Japoatã,MU,SE,572,572,0
2803500,Lagarto,Lagarto,MU,SE,1174,0,1174
2803609,Laranjeiras,Laranjeiras,MU,SE,3316,2535,781
2803708,Macambira,Macambira,MU,SE,0,0,0
2803807,Malhada dos Bois,Malhada dos Bois,MU,SE,181,0,181
2803906,Malhador,Malhador,MU,SE,0,0,0
2804003,Maruim,Maruim,MU,SE,12,0,12
2804102,Moita Bonita,Moita Bonita,MU,SE,0,0,0
2804201,Monte Alegre de Sergipe,Monte Alegre de Sergipe,MU,SE,0,0,0
2804300,Muribeca,Muribeca,MU,SE,0,0,0
2804409,Neópolis,Neópolis,MU,SE,2,0,2
2804458,Nossa Senhora Aparecida,Nossa Senhora Aparecida,MU,SE,152,134,18
2804508,Nossa Senhora da Glória,Nossa Senhora da Glória,MU,SE,0,0,0
2804607,Nossa Senhora das Dores,Nossa Senhora das Dores,MU,SE,0,0,0
2804706,Nossa Senhora de Lourdes,Nossa Senhora de Lourdes,MU,SE,1,0,1
2804805,Nossa Senhora do Socorro,Nossa Senhora do Socorro,MU,SE,133,0,133
2804904,Pacatuba,Pacatuba,MU,SE,17,16,1
2805000,Pedra Mole,Pedra Mole,MU,SE,0,0,0
2805109,Pedrinhas,Pedrinhas,MU,SE,0,0,0
2805208,Pinhão,Pinhão,MU,SE,0,0,0
2805307,Pirambu,Pirambu,MU,SE,649,331,318
2805406,Poço Redondo,Poço Redondo,MU,SE,711,614,97
2805505,Poço Verde,Poço Verde,MU,SE,317,0,317
2805604,Porto da Folha,Porto da Folha,MU,SE,589,428,161
2805703,Propriá,Propriá,MU,SE,10,0,10
2805802,Riachão do Dantas,Riachão do Dantas,MU,SE,615,0,615
2805901,Riachuelo,Riachuelo,MU,SE,279,264,15
2806008,Ribeirópolis,Ribeirópolis,MU,SE,9,0,9
2806107,Rosário do Catete,Rosário do Catete,MU,SE,0,0,0
2806206,Salgado,Salgado,MU,SE,9,0,9
2806305,Santa Luzia do Itanhy,Santa Luzia do Itanhy,MU,SE,4647,3988,659
2806404,Santana do São Francisco,Santana do São Francisco,MU,SE,0,0,0
2806503,Santa Rosa de Lima,Santa Rosa de Lima,MU,SE,0,0,0
2806602,Santo Amaro das Brotas,Santo Amaro das Brotas,MU,SE,0,0,0
2806701,São Cristóvão,São Cristóvão,MU,SE,236,0,236
2806800,São Domingos,São Domingos,MU,SE,0,0,0
2806909,São Francisco,São Francisco,MU,SE,42,0,42
2807006,São Miguel do Aleixo,São Miguel do Aleixo,MU,SE,0,0,0
2807105,Simão Dias,Simão Dias,MU,SE,1339,0,1339
2807204,Siriri,Siriri,MU,SE,446,0,446
2807303,Telha,Telha,MU,SE,63,0,0
2807402,Tobias Barreto,Tobias Barreto,MU,SE,7,0,7
2807501,Tomar do Geru,Tomar do Geru,MU,SE,0,0,0
2807600,Umbaúba,Umbaúba,MU,SE,0,0,0
2900108,Abaíra,Abaíra,MU,BA,522,0,522
2900207,Abaré,Abaré,MU,BA,360,96,264
2900306,Acajutiba,Acajutiba,MU,BA,151,0,151
2900355,Adustina,Adustina,MU,BA,10,0,10
2900405,Água Fria,Água Fria,MU,BA,1086,0,1086
2900504,Érico Cardoso,Érico Cardoso,MU,BA,555,0,555
2900603,Aiquara,Aiquara,MU,BA,0,0,0
2900702,Alagoinhas,Alagoinhas,MU,BA,4085,0,4085
2900801,Alcobaça,Alcobaça,MU,BA,279,0,279
2900900,Almadina,Almadina,MU,BA,0,0,0
2901007,Amargosa,Amargosa,MU,BA,92,0,92
2901106,Amélia Rodrigues,Amélia Rodrigues,MU,BA,521,0,521
2901155,América Dourada,América Dourada,MU,BA,4727,0,4727
2901205,Anagé,Anagé,MU,BA,1229,0,1229
2901304,Andaraí,Andaraí,MU,BA,603,0,603
2901353,Andorinha,Andorinha,MU,BA,0,0,0
2901403,Angical,Angical,MU,BA,41,0,41
2901502,Anguera,Anguera,MU,BA,0,0,0
2901601,Antas,Antas,MU,BA,394,0,394
2901700,Antônio Cardoso,Antônio Cardoso,MU,BA,3756,0,3756
2901809,Antônio Gonçalves,Antônio Gonçalves,MU,BA,2403,722,1681
2901908,Aporá,Aporá,MU,BA,27,0,27
2901957,Apuarema,Apuarema,MU,BA,0,0,0
2902005,Aracatu,Aracatu,MU,BA,639,0,639
2902054,Araçás,Araçás,MU,BA,3353,0,3353
2902104,Araci,Araci,MU,BA,0,0,0
2902203,Aramari,Aramari,MU,BA,1637,0,1637
2902252,Arataca,Arataca,MU,BA,0,0,0
2902302,Aratuípe,Aratuípe,MU,BA,12,0,12
2902401,Aurelino Leal,Aurelino Leal,MU,BA,95,0,95
2902500,Baianópolis,Baianópolis,MU,BA,0,0,0
2902609,Baixa Grande,Baixa Grande,MU,BA,0,0,0
2902658,Banzaê,Banzaê,MU,BA,625,0,625
2902708,Barra,Barra,MU,BA,3169,322,2847
2902807,Barra da Estiva,Barra da Estiva,MU,BA,503,0,503
2902906,Barra do Choça,Barra do Choça,MU,BA,0,0,0
2903003,Barra do Mendes,Barra do Mendes,MU,BA,1556,0,1556
2903102,Barra do Rocha,Barra do Rocha,MU,BA,8,0,8
2903201,Barreiras,Barreiras,MU,BA,1511,0,1511
2903235,Barro Alto,Barro Alto,MU,BA,2051,0,2051
2903276,Barrocas,Barrocas,MU,BA,100,0,100
2903300,Barro Preto,Barro Preto,MU,BA,0,0,0
2903409,Belmonte,Belmonte,MU,BA,0,0,0
2903508,Belo Campo,Belo Campo,MU,BA,261,0,261
2903607,Biritinga,Biritinga,MU,BA,1312,0,1312
2903706,Boa Nova,Boa Nova,MU,BA,0,0,0
2903805,Boa Vista do Tupim,Boa Vista do Tupim,MU,BA,0,0,0
2903904,Bom Jesus da Lapa,Bom Jesus da Lapa,MU,BA,7639,3757,3882
2903953,Bom Jesus da Serra,Bom Jesus da Serra,MU,BA,1090,0,1090
2904001,Boninal,Boninal,MU,BA,3078,0,3078
2904050,Bonito,Bonito,MU,BA,7967,0,7967
2904100,Boquira,Boquira,MU,BA,41,0,41
2904209,Botuporã,Botuporã,MU,BA,85,0,85
2904308,Brejões,Brejões,MU,BA,31,0,31
2904407,Brejolândia,Brejolândia,MU,BA,0,0,0
2904506,Brotas de Macaúbas,Brotas de Macaúbas,MU,BA,30,0,30
2904605,Brumado,Brumado,MU,BA,0,0,0
2904704,Buerarema,Buerarema,MU,BA,169,0,169
2904753,Buritirama,Buritirama,MU,BA,638,0,638
2904803,Caatiba,Caatiba,MU,BA,131,0,131
2904852,Cabaceiras do Paraguaçu,Cabaceiras do Paraguaçu,MU,BA,0,0,0
2904902,Cachoeira,Cachoeira,MU,BA,6972,1410,5562
2905008,Caculé,Caculé,MU,BA,0,0,0
2905107,Caém,Caém,MU,BA,2471,0,2471
2905156,Caetanos,Caetanos,MU,BA,0,0,0
2905206,Caetité,Caetité,MU,BA,2828,0,0
2905305,Cafarnaum,Cafarnaum,MU,BA,1425,0,1425
2905404,Cairu,Cairu,MU,BA,4584,118,4466
2905503,Caldeirão Grande,Caldeirão Grande,MU,BA,893,0,893
2905602,Camacan,Camacan,MU,BA,0,0,0
2905701,Camaçari,Camaçari,MU,BA,1619,0,1619
2905800,Camamu,Camamu,MU,BA,6596,320,6276
2905909,Campo Alegre de Lourdes,Campo Alegre de Lourdes,MU,BA,2,0,2
2906006,Campo Formoso,Campo Formoso,MU,BA,12735,0,12735
2906105,Canápolis,Canápolis,MU,BA,0,0,0
2906204,Canarana,Canarana,MU,BA,3106,0,3106
2906303,Canavieiras,Canavieiras,MU,BA,0,0,0
2906402,Candeal,Candeal,MU,BA,123,0,123
2906501,Candeias,Candeias,MU,BA,814,0,814
2906600,Candiba,Candiba,MU,BA,386,0,386
2906709,Cândido Sales,Cândido Sales,MU,BA,15,0,15
2906808,Cansanção,Cansanção,MU,BA,1751,0,1751
2906824,Canudos,Canudos,MU,BA,5,0,5
2906857,Capela do Alto Alegre,Capela do Alto Alegre,MU,BA,0,0,0
2906873,Capim Grosso,Capim Grosso,MU,BA,937,0,937
2906899,Caraíbas,Caraíbas,MU,BA,40,0,40
2906907,Caravelas,Caravelas,MU,BA,327,0,327
2907004,Cardeal da Silva,Cardeal da Silva,MU,BA,39,0,39
2907103,Carinhanha,Carinhanha,MU,BA,1670,623,1047
2907202,Casa Nova,Casa Nova,MU,BA,608,0,608
2907301,Castro Alves,Castro Alves,MU,BA,75,0,75
2907400,Catolândia,Catolândia,MU,BA,0,0,0
2907509,Catu,Catu,MU,BA,539,0,539
2907558,Caturama,Caturama,MU,BA,0,0,0
2907608,Central,Central,MU,BA,2975,0,2975
2907707,Chorrochó,Chorrochó,MU,BA,0,0,0
2907806,Cícero Dantas,Cícero Dantas,MU,BA,240,0,240
2907905,Cipó,Cipó,MU,BA,1977,0,1977
2908002,Coaraci,Coaraci,MU,BA,0,0,0
2908101,Cocos,Cocos,MU,BA,288,0,288
2908200,Conceição da Feira,Conceição da Feira,MU,BA,55,0,55
2908309,Conceição do Almeida,Conceição do Almeida,MU,BA,0,0,0
2908408,Conceição do Coité,Conceição do Coité,MU,BA,950,0,950
2908507,Conceição do Jacuípe,Conceição do Jacuípe,MU,BA,0,0,0
2908606,Conde,Conde,MU,BA,2425,0,2425
2908705,Condeúba,Condeúba,MU,BA,953,0,953
2908804,Contendas do Sincorá,Contendas do Sincorá,MU,BA,247,0,247
2908903,Coração de Maria,Coração de Maria,MU,BA,526,0,526
2909000,Cordeiros,Cordeiros,MU,BA,0,0,0
2909109,Coribe,Coribe,MU,BA,0,0,0
2909208,Coronel João Sá,Coronel João Sá,MU,BA,0,0,0
2909307,Correntina,Correntina,MU,BA,194,0,194
2909406,Cotegipe,Cotegipe,MU,BA,133,0,133
2909505,Cravolândia,Cravolândia,MU,BA,0,0,0
2909604,Crisópolis,Crisópolis,MU,BA,0,0,0
2909703,Cristópolis,Cristópolis,MU,BA,0,0,0
2909802,Cruz das Almas,Cruz das Almas,MU,BA,835,0,835
2909901,Curaçá,Curaçá,MU,BA,1160,0,1160
2910008,Dário Meira,Dário Meira,MU,BA,0,0,0
2910057,Dias d'Ávila,Dias d'Ávila,MU,BA,420,0,420
2910107,Dom Basílio,Dom Basílio,MU,BA,0,0,0
2910206,Dom Macedo Costa,Dom Macedo Costa,MU,BA,0,0,0
2910305,Elísio Medrado,Elísio Medrado,MU,BA,0,0,0
2910404,Encruzilhada,Encruzilhada,MU,BA,35,0,35
2910503,Entre Rios,Entre Rios,MU,BA,1618,69,1549
2910602,Esplanada,Esplanada,MU,BA,1650,0,1650
2910701,Euclides da Cunha,Euclides da Cunha,MU,BA,156,0,156
2910727,Eunápolis,Eunápolis,MU,BA,358,0,358
2910750,Fátima,Fátima,MU,BA,485,0,485
2910776,Feira da Mata,Feira da Mata,MU,BA,0,0,0
2910800,Feira de Santana,Feira de Santana,MU,BA,12190,0,12190
2910859,Filadélfia,Filadélfia,MU,BA,6346,291,6055
2910909,Firmino Alves,Firmino Alves,MU,BA,1,0,1
2911006,Floresta Azul,Floresta Azul,MU,BA,0,0,0
2911105,Formosa do Rio Preto,Formosa do Rio Preto,MU,BA,296,0,296
2911204,Gandu,Gandu,MU,BA,276,0,276
2911253,Gavião,Gavião,MU,BA,0,0,0
2911303,Gentio do Ouro,Gentio do Ouro,MU,BA,833,0,833
2911402,Glória,Glória,MU,BA,0,0,0
2911501,Gongogi,Gongogi,MU,BA,21,0,21
2911600,Governador Mangabeira,Governador Mangabeira,MU,BA,94,0,94
2911659,Guajeru,Guajeru,MU,BA,0,0,0
2911709,Guanambi,Guanambi,MU,BA,685,0,685
2911808,Guaratinga,Guaratinga,MU,BA,0,0,0
2911857,Heliópolis,Heliópolis,MU,BA,2,0,2
2911907,Iaçu,Iaçu,MU,BA,39,0,39
2912004,Ibiassucê,Ibiassucê,MU,BA,459,0,459
2912103,Ibicaraí,Ibicaraí,MU,BA,0,0,0
2912202,Ibicoara,Ibicoara,MU,BA,164,0,164
2912301,Ibicuí,Ibicuí,MU,BA,110,0,110
2912400,Ibipeba,Ibipeba,MU,BA,5000,0,5000
2912509,Ibipitanga,Ibipitanga,MU,BA,175,0,175
2912608,Ibiquera,Ibiquera,MU,BA,0,0,0
2912707,Ibirapitanga,Ibirapitanga,MU,BA,39,0,39
2912806,Ibirapuã,Ibirapuã,MU,BA,433,0,433
2912905,Ibirataia,Ibirataia,MU,BA,0,0,0
2913002,Ibitiara,Ibitiara,MU,BA,1272,37,1235
2913101,Ibititá,Ibititá,MU,BA,4229,0,4229
2913200,Ibotirama,Ibotirama,MU,BA,463,0,463
2913309,Ichu,Ichu,MU,BA,180,0,180
2913408,Igaporã,Igaporã,MU,BA,769,0,769
2913457,Igrapiúna,Igrapiúna,MU,BA,867,0,867
2913507,Iguaí,Iguaí,MU,BA,30,0,30
2913606,Ilhéus,Ilhéus,MU,BA,2166,0,2166
2913705,Inhambupe,Inhambupe,MU,BA,466,0,466
2913804,Ipecaetá,Ipecaetá,MU,BA,0,0,0
2913903,Ipiaú,Ipiaú,MU,BA,46,0,46
2914000,Ipirá,Ipirá,MU,BA,316,0,316
2914109,Ipupiara,Ipupiara,MU,BA,5,0,5
2914208,Irajuba,Irajuba,MU,BA,0,0,0
2914307,Iramaia,Iramaia,MU,BA,0,0,0
2914406,Iraquara,Iraquara,MU,BA,2295,0,2295
2914505,Irará,Irará,MU,BA,4269,0,4269
2914604,Irecê,Irecê,MU,BA,2427,0,2427
2914653,Itabela,Itabela,MU,BA,0,0,0
2914703,Itaberaba,Itaberaba,MU,BA,208,0,208
2914802,Itabuna,Itabuna,MU,BA,873,0,873
2914901,Itacaré,Itacaré,MU,BA,2859,245,2614
2915007,Itaeté,Itaeté,MU,BA,1115,0,1115
2915106,Itagi,Itagi,MU,BA,0,0,0
2915205,Itagibá,Itagibá,MU,BA,0,0,0
2915304,Itagimirim,Itagimirim,MU,BA,0,0,0
2915353,Itaguaçu da Bahia,Itaguaçu da Bahia,MU,BA,1971,0,1971
2915403,Itaju do Colônia,Itaju do Colônia,MU,BA,0,0,0
2915502,Itajuípe,Itajuípe,MU,BA,0,0,0
2915601,Itamaraju,Itamaraju,MU,BA,108,0,108
2915700,Itamari,Itamari,MU,BA,82,0,82
2915809,Itambé,Itambé,MU,BA,99,0,99
2915908,Itanagra,Itanagra,MU,BA,24,0,24
2916005,Itanhém,Itanhém,MU,BA,312,96,216
2916104,Itaparica,Itaparica,MU,BA,240,0,240
2916203,Itapé,Itapé,MU,BA,0,0,0
2916302,Itapebi,Itapebi,MU,BA,0,0,0
2916401,Itapetinga,Itapetinga,MU,BA,0,0,0
2916500,Itapicuru,Itapicuru,MU,BA,76,0,76
2916609,Itapitanga,Itapitanga,MU,BA,0,0,0
2916708,Itaquara,Itaquara,MU,BA,0,0,0
2916807,Itarantim,Itarantim,MU,BA,0,0,0
2916856,Itatim,Itatim,MU,BA,474,0,474
2916906,Itiruçu,Itiruçu,MU,BA,56,0,56
2917003,Itiúba,Itiúba,MU,BA,195,0,195
2917102,Itororó,Itororó,MU,BA,92,0,92
2917201,Ituaçu,Ituaçu,MU,BA,209,0,209
2917300,Ituberá,Ituberá,MU,BA,1693,85,1608
2917334,Iuiu,Iuiu,MU,BA,3,0,0
2917359,Jaborandi,Jaborandi,MU,BA,0,0,0
2917409,Jacaraci,Jacaraci,MU,BA,31,0,31
2917508,Jacobina,Jacobina,MU,BA,5360,0,5360
2917607,Jaguaquara,Jaguaquara,MU,BA,610,0,610
2917706,Jaguarari,Jaguarari,MU,BA,3,0,3
2917805,Jaguaripe,Jaguaripe,MU,BA,45,0,45
2917904,Jandaíra,Jandaíra,MU,BA,168,0,168
2918001,Jequié,Jequié,MU,BA,3550,0,3550
2918100,Jeremoabo,Jeremoabo,MU,BA,3001,0,3001
2918209,Jiquiriçá,Jiquiriçá,MU,BA,0,0,0
2918308,Jitaúna,Jitaúna,MU,BA,0,0,0
2918357,João Dourado,João Dourado,MU,BA,3924,0,3924
2918407,Juazeiro,Juazeiro,MU,BA,2540,0,2540
2918456,Jucuruçu,Jucuruçu,MU,BA,0,0,0
2918506,Jussara,Jussara,MU,BA,1075,0,1075
