,latitude,longitude,title,content,image,image_desc
50,52.279616,8.054644,Großhandlung im Metzgerei-Bedarfsartikelen,"<p><strong>Address</strong>: Luisenstra&szlig;e 32,&nbsp;Osnabr&uuml;ck.<sup data-footnote-id=""iehnl""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>This business in butcher shop supplies was set up by A&auml;ron van Pels, the father of Hermann van Pels. Registration with the Chamber of Industry and Commerce took place on <strong>31 July 1922</strong>. As a result of the anti-Semitic measures of the National Socialist regime, is was deleted from the register on <strong>19 September 1938</strong>.<sup data-footnote-id=""y9ge7""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>&nbsp;Due to the proximity of the Osnabr&uuml;cker slaughterhouse, the company was conveniently located.</p>

<p>Hermann worked here approximately from <strong>1932</strong> until his emigration to the Netherlands. He was a sales representative,&nbsp;a full-time job,<sup data-footnote-id=""fjrjv""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup>&nbsp;and he traveled especially to Oldenburg and Ostfriesland.<sup data-footnote-id=""4d912""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup>&nbsp;He earned an estimated <em>Reichsmark</em> 500 to RM 600 per month.<sup data-footnote-id=""iehnl""><a href=""#footnote-1"" id=""footnote-marker-1-2"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""iehnl"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">a</a>, <a href=""#footnote-marker-1-2"">b</a> </sup><cite>Nieders&auml;chsisches Landesarchiv (NLA), Standort Hannover: Entsch&auml;digungsakten Hermann van Pels, Nds. 110W, Acc. 70/95 Nr. 540, formulier &quot;Schaden im beruflichen Fortkommen&quot;, 1 februari 1967.</cite></li>
	<li data-footnote-id=""y9ge7"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>NLA, Nds. 110W, Acc 70_95 Nr. 538: Beschikking inzake &quot;Entsch&auml;digung&quot;, 15 januari 1969.</cite></li>
	<li data-footnote-id=""fjrjv"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>NLA, Entsch&auml;digungsakten Hermann van Pels, Nds. 110W, Acc. 70/95 Nr.&nbsp;540: Verklaring Albert Rose, 23 april 1968.</cite></li>
	<li data-footnote-id=""4d912"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>NLA, Entsch&auml;digungsakten Hermann van Pels, Nds. 110W, Acc. 70/95 Nr.&nbsp;540: &quot;Vermerk zum Vergleich&quot;, 310-1.c.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
51,53.549156,9.985242,Hamburg,"<p>From <strong>24 July </strong>to <strong>3 August 1943</strong>, the British air force carried out several intensive bombing raids on Hamburg.<sup data-footnote-id=""hhrg6""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> Given these circumstances, it is logical that the city of Hamburg was mentioned in the Secret Annex.<sup data-footnote-id=""lbet7""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""hhrg6"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie onder meer: &quot;De luchtaanval op Hamburg&quot;, <em>Nieuwsblad van het Noorden</em> 26 juli 1943.</cite></li>
	<li data-footnote-id=""lbet7"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Anne Frank, Diary Version B, 3 August 1943, in: <em>The Collected Works,</em>&nbsp;transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
52,51.947863,1.248064,Harwich,,../images/unknown_place.png,Unknown Photo
53,40.74164,-74.025664,"Holland America Line, Pier 5, Hoboken","<p>A fire at the Hoboken dock on <strong>30 June 1900</strong>&nbsp;had resulted in many deaths. And in <strong>1921</strong>, a fire had destroyed Hoboken Piers 5 and 6. A fire in <strong>1944</strong> destroyed Hoboken Pier 4.<sup data-footnote-id=""x4ztk""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""x4ztk"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie:&nbsp;<a href=""https://en.wikipedia.org/wiki/1900_Hoboken_Docks_fire"" target=""_blank"">https://en.wikipedia.org/wiki/1900_Hoboken_Docks_fire</a> (geraadpleegd 29 november 2023).</cite></li>
</ol>
</section>",https://research.annefrank.org/media/LOC-GOV-master-pnp-cph-3c10000-3c19000-3c19900-3c19975u-bewerkt.jpg,"New York, met links de haven. Circa 1934."
54,52.366469,4.91113,Hollandsche Schouwburg,"<p>Located at Plantage Middenlaan 24, in Amsterdam.<sup data-footnote-id=""5xy5y""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>Built in 1892 as Artis Schouwburg and renamed Hollandsche Schouwburg after two years.<sup data-footnote-id=""594ib""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup> As a result of the measure banning non-Jews and Jews from the same theatres, from June 1941 only Jews were allowed to perform in the building for a Jewish audience and it was renamed the Joodsche Schouwburg.<sup data-footnote-id=""594ib""><a href=""#footnote-2"" id=""footnote-marker-2-2"" rel=""footnote"">[2]</a></sup></p>

<p>According to Anne&#39;s diary, there was a &#39;promotion&#39; of the Jewish Lyceum at the Jewish Theatre on <strong>3 July 1942</strong>.<sup data-footnote-id=""4wuju""><a href=""#footnote-3"" id=""footnote-marker-3-1"" rel=""footnote"">[3]</a></sup></p>

<p>From <strong>July 1942</strong> to <strong>November 1943</strong>, the theatre served as an assembly point during the deportation of Jews to Westerbork transit camp and Vught concentration camp.<sup data-footnote-id=""uj4cp""><a href=""#footnote-4"" id=""footnote-marker-4-1"" rel=""footnote"">[4]</a></sup> Administrative handling and further care was in the hands of staff of the Jewish Council.<sup data-footnote-id=""28w0x""><a href=""#footnote-5"" id=""footnote-marker-5-1"" rel=""footnote"">[5]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""5xy5y"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><em>Het Joodsch Weekblad</em>, 16 juli 1943.</cite></li>
	<li data-footnote-id=""594ib"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">a</a>, <a href=""#footnote-marker-2-2"">b</a> </sup><cite>Zie <a href=""http://www.hollandscheschouwburg.nl/geschiedenis/theater"" target=""_blank"">http://www.hollandscheschouwburg.nl/geschiedenis/theater</a> (geraadpleegd augustus 2012).</cite></li>
	<li data-footnote-id=""4wuju"" id=""footnote-3""><sup><a href=""#footnote-marker-3-1"">^</a> </sup><cite>Anne Frank, Diary Version B, 5 July 1942, in: <em>The Collected Works,&nbsp;</em>transl. from the Dutch by Susan Massotty, London [etc.]: Bloomsbury Continuum, 2019.</cite></li>
	<li data-footnote-id=""uj4cp"" id=""footnote-4""><sup><a href=""#footnote-marker-4-1"">^</a> </sup><cite>Zie <a href=""http://www.hollandscheschouwburg.nl/geschiedenis/jodenvervolging"">http://www.hollandscheschouwburg.nl/geschiedenis/jodenvervolging</a> (geraadpleegd augustus 2012); Frank van Vree, Hetty Berg, and David Duindam (eds.), <em>Site of deportation, site of memory. The Amsterdam Hollandsche Schouwburg and the Holocaust</em>, Amsterdam: Amsterdam University Press, cop. 2018.</cite></li>
	<li data-footnote-id=""28w0x"" id=""footnote-5""><sup><a href=""#footnote-marker-5-1"">^</a> </sup><cite>H. Wielek, <em>De oorlog die Hitler won,&nbsp;</em>Amsterdam: Amsterdamsche Boek- en Courantmaatschappij, 1947, p. 157-161.</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
162,50.77997,6.09289,"Holländer family home, Aachen","<p>From <strong>September 1933</strong>, Anne and Margot lived with their grandmother in Aachen. Their mother Edith also stayed there a lot. A memorial plaque at the underground parking garage now located on this site marks the former home of Anne Frank&#39;s grandmother Rosa Holl&auml;nder-Stern.<sup data-footnote-id=""0yebt""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>Three&nbsp;<em>Stolpersteine</em>&nbsp;(stumbling stones) commemorate their stay in Aachen.<sup data-footnote-id=""joyqo""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""0yebt"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie <a href=""http://www.wgdv.de/wege/monheimsallee"" target=""_blank"">Wege gegen das Vergessen: Aachen 1933&ndash;1945</a> (geraadpleegd 12 januari 2024).</cite></li>
	<li data-footnote-id=""joyqo"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Zie <a href=""http://www.wgdv.de/stolpersteine/personenverzeichnis/frank,-anne"" target=""_blank"">Wege gegen das Vergessen: Aachen 1933&ndash;1945</a> (geraadpleegd 12 januari 2024).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
180,52.27634,8.04396,"Home of Aäron van Pels | Domhof, Osnabrück","<p>A <em>Stolperstein</em> (stumbling stone)&nbsp;commemorates Henny van&nbsp;Pels&#39; stay at this address.<sup data-footnote-id=""px81o""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<div>
<div>
<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""px81o"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><a href=""https://stolpersteine-guide.de/map/biografie/1334/am-domhof"" target=""_blank"">Stolpersteine Guide</a> (geraadpleegd 19 januari 2024).</cite></li>
</ol>
</section>
</div>
</div>",../images/unknown_place.png,Unknown Photo
181,52.345025,4.877395,Home of Felix Mittwoch,,../images/unknown_place.png,Unknown Photo
184,52.352217,4.862542,Home of Henny van Pels,"<p>&nbsp;</p>

<div>
<div>&nbsp;</div>
</div>",../images/unknown_place.png,Unknown Photo
176,52.341044,4.904523,"Home of Jan and Miep Gies, Hunzestraat 120, Amsterdam",,../images/unknown_place.png,Unknown Photo
177,52.344345,4.90509,"Home of Jan and Miep Gies, Hunzestraat 25, Amsterdam","<p>Hunzestraat 25hs, Amsterdam.</p>

<ul>
	<li>Jan Gies was registered at this address from&nbsp;<strong>4 December 1940</strong>.</li>
	<li>Miep was registered here from <strong>16 July 1941 to 1 June 1946</strong>.</li>
	<li>This was Miep&#39;s first address after her foster parents&#39; home. According to her memoir&nbsp;<em>Herinneringen</em>, she lived here unmarried with Jan. They lived here with Henderina Stoppelman-van der Reis. Her husband had gone to England in <strong>May 1940</strong>, so she rented out rooms.</li>
	<li>Otto Frank had pointed them to the advertisement looking for tenants for these furnished rooms.</li>
	<li>On <strong>3 June 1945</strong>, Otto Frank arrived at 25 Hunzestraat.</li>
	<li>On <strong>9-10 June 1945,</strong> Otto Frank moved with Jan and Miep Gies to Hunzestraat 120, the home of Jan Gies&#39; sister Fenna Gies.</li>
</ul>",https://research.annefrank.org/media/Te_huur_aangeboden_Algemeen_Handelsblad_5_11_1940_avond_p._10.jpg,Woning Hunzestraat aangeboden.
178,52.344945,4.847492,Home of Johannes Kleiman,"<p>&nbsp;</p>

<div>
<div>&nbsp;</div>
</div>",../images/unknown_place.png,Unknown Photo
179,52.360727,4.879872,Home of Max and Anni van Pels-Haag,,../images/unknown_place.png,Unknown Photo
182,52.228378,5.18635,Home of Victor Kugler in Hilversum,"<p>&nbsp;</p>

<div>
<div>&nbsp;</div>
</div>",https://research.annefrank.org/media/NHA_162-22461_KbACZgc.jpg,"Eemnesserweg, gezien richting Laren."
183,50.11912,8.66336,Home of Werthauer family in Frankfurt,"<p>The Werthauer family lived on on two addresses in Frankfurt before moving to this address in <strong>1932</strong>.<strong> </strong><sup data-footnote-id=""eyhby""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""eyhby"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite><em>Amtlicher Frankfurter Adre&szlig;buch&nbsp;</em>1932, Frankfurt am Main: August Scherl GmbH, 1932, deel I,&nbsp;p. 770, <a href=""https://sammlungen.ub.uni-frankfurt.de/periodika"" target=""_blank"">https://sammlungen.ub.uni-frankfurt.de/periodika</a>&nbsp;(geraadpleegd 22 augustus 2022).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
55,52.70767,5.08325,Hoorn,,../images/unknown_place.png,Unknown Photo
56,50.856374,4.358358,"Hotel Siru, Brussel",,../images/unknown_place.png,Unknown Photo
58,52.362749315061,4.88345212824533,Huis van Bewaring (Detention Centre) I - Kleine-Gartmanplantsoen 14,"<p><em>Huis van Bewaring</em> (Detention Centre) I was located at Kleine-Gartmanplantsoen 14 (between Weteringschans and Leidseplein).<sup data-footnote-id=""vkgoq""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup> During World War II, the Sipo-SD used part of the building as a <em>Polizeigef&auml;ngnis</em>, to temporarily hold detainees - Jews, resistance fighters, but also black-marketeers - for interrogation. From there, detainees were usually sent on to other holding facilities and camps, such as the <em>Oranjehotel</em> in Scheveningen or concentration and transit camps like Westerbork, Amersfoort and Vught.<sup data-footnote-id=""79qiu""><a href=""#footnote-2"" id=""footnote-marker-2-1"" rel=""footnote"">[2]</a></sup>&nbsp;The prison was closed in <strong>1979</strong> and its inmates transferred to the <em>Bijlmerbajes</em>. The building on Weteringschans was given a new purpose.</p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""vkgoq"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Bianca Stigter, <em>Atlas van een bezette stad: Amsterdam 1940-1945</em>, Amsterdam: Atlas Contact, 2019, p. 180-181. Zie ook&nbsp;<a href=""https://nl.wikipedia.org/wiki/Huis_van_Bewaring_I_(Weteringschans)"">https://nl.wikipedia.org/wiki/Huis_van_Bewaring_I_(Weteringschans)</a> (geraadpleegd 28 november 2023).</cite></li>
	<li data-footnote-id=""79qiu"" id=""footnote-2""><sup><a href=""#footnote-marker-2-1"">^</a> </sup><cite>Ralf Futselaar, <em>Gevangenissen in oorlogstijd. 1940-1945</em>, Amsterdam: Boom, 2015.</cite></li>
</ol>
</section>",https://research.annefrank.org/media/OSIM00008004964.jpg,Huis van Bewaring I
57,52.3501946183377,4.85607111315618,Huis van Bewaring II (Detention Centre II) - Havenstraat 6 (Amstelveenseweg),"<p>This prison was renamed a Detention Centre before <strong>1940</strong>, because the <em>Huis van Bewaring</em> I (Weteringschans) at the Kleine-Gartmanplantsoen had been struggling with a shortage of capacity for years.<sup data-footnote-id=""tjsbq""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<p>After the arrest of the people in the Secret Annex, helpers Johannes Kleiman and Victor Kugler were transferred to <em>Huis van Bewaring&nbsp;II</em>. Resistance fighter Hannie Schaft was in this <em>Huis van Bewaring</em> when she was picked up on <strong>17 April 1945</strong> to be executed in the dunes near Bloemendaal.</p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""tjsbq"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Bianca Stigter,<em> Atlas van een bezette stad: Amsterdam 1940-1945</em>, Amsterdam: Atlas Contact, 2019, p. 373-374. Zie ook&nbsp;<a href=""https://nl.wikipedia.org/wiki/Huis_van_Bewaring_II_(Amstelveenseweg)"">https://nl.wikipedia.org/wiki/Huis_van_Bewaring_II_(Amstelveenseweg)</a> (geraadpleegd 28 november 2023)</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
59,52.119386,5.594702,Huize De Biezen,"<p><em>Huize de Biezen</em> was a country house with estate in Barneveld. Before the war it was a work relief camp. During the Second World War, the country house and barracks on the estate were used as a so-called reservation camp for Jews who, according to the German authorities, had a special significance for society.<sup data-footnote-id=""exosh""><a href=""#footnote-1"" id=""footnote-marker-1-1"" rel=""footnote"">[1]</a></sup></p>

<section class=""footnotes"">
<header>
<h2>Footnotes</h2>
</header>

<ol>
	<li data-footnote-id=""exosh"" id=""footnote-1""><sup><a href=""#footnote-marker-1-1"">^</a> </sup><cite>Zie&nbsp;<a href=""https://nl.wikipedia.org/wiki/Huize_De_Biezen"">https://nl.wikipedia.org/wiki/Huize_De_Biezen</a> (geraadpleegd 28 november 2023).</cite></li>
</ol>
</section>",../images/unknown_place.png,Unknown Photo
